Date,Open,High,Low,Close,Adj Close,Volume
2017-10-30,21.596842,21.596842,20.203178,20.766575,20.357674,3651507
2017-10-31,20.657848,21.152056,20.460165,20.984024,20.570841,3514014
2017-11-01,21.843945,22.417225,21.369507,21.992207,21.559172,3585441
2017-11-02,21.992207,21.992207,21.992207,21.992207,21.559172,0
2017-11-03,21.497999,21.497999,19.946190,20.519470,20.115435,3729308
2017-11-06,20.598543,21.142172,19.392679,19.629898,19.243378,2380784
2017-11-07,19.620014,19.629898,17.593765,17.751911,17.402369,4490932
2017-11-08,17.840870,18.769978,17.821100,18.601948,18.235668,3547299
2017-11-09,18.769978,18.769978,17.811216,18.117624,17.760881,1782755
2017-11-10,18.236235,18.532759,17.386198,17.534460,17.189199,1287112
2017-11-13,17.534460,17.919943,16.951296,17.860638,17.508955,1504632
2017-11-14,17.870522,18.592064,17.564114,18.493221,18.129082,2110452
2017-11-15,18.493221,18.493221,18.493221,18.493221,18.129082,0
2017-11-16,18.631599,19.580477,18.601948,19.076385,18.700764,2025669
2017-11-17,19.017080,19.610130,18.839167,18.908356,18.536043,1088815
2017-11-20,18.908356,18.908356,18.908356,18.908356,18.536043,0
2017-11-21,19.175226,19.402563,18.236235,18.374613,18.012810,2387461
2017-11-22,18.414148,18.601948,17.534460,17.771681,17.421749,1943416
2017-11-23,17.791449,17.791449,17.208284,17.396084,17.053549,1099539
2017-11-24,17.573997,17.999016,17.119328,17.218168,16.879135,2062192
2017-11-27,17.277473,17.465273,16.743729,17.465273,17.121374,1170258
2017-11-28,17.593765,18.493221,17.465273,18.078089,17.722124,2454842
2017-11-29,18.186813,18.265886,17.307125,17.396084,17.053549,956987
2017-11-30,17.297241,17.297241,16.427437,16.990833,16.656277,2842635
2017-12-01,16.714077,17.247822,16.348364,16.694309,16.365591,809579
2017-12-04,16.832687,16.842571,16.111145,16.111145,15.793910,1846291
2017-12-05,16.308826,16.447205,15.567517,15.775084,15.464466,3210800
2017-12-06,15.616938,16.555931,15.547749,16.536163,16.210560,1678042
2017-12-07,16.407669,16.921644,15.913462,16.111145,15.793910,3090304
2017-12-08,16.506510,16.990833,16.328596,16.803034,16.472176,1868954
2017-12-11,17.158863,17.425735,16.387901,16.783266,16.452797,1436544
2017-12-12,16.506510,16.931528,16.219870,16.605352,16.278387,882828
2017-12-13,16.822803,17.208284,16.427437,16.803034,16.472176,2737112
2017-12-14,16.585583,16.803034,16.457088,16.704193,16.375280,895373
2017-12-15,16.506510,17.356546,16.476858,16.921644,16.588449,2274047
2017-12-18,17.317011,18.364729,16.852455,18.236235,17.877155,1728729
2017-12-19,18.206581,18.483337,17.603649,17.890289,17.538023,1739655
2017-12-20,18.078089,18.127508,17.643187,17.791449,17.441128,938372
2017-12-21,17.959478,18.364729,17.860638,18.246119,17.886845,1015364
2017-12-22,18.384497,18.839167,18.196697,18.661251,18.293804,1312001
2017-12-25,18.661251,18.661251,18.661251,18.661251,18.293804,0
2017-12-26,18.779861,19.471752,18.542643,19.214764,18.836418,1950498
2017-12-27,19.323490,20.232830,19.323490,20.232830,19.834438,1717701
2017-12-28,20.222946,20.855532,19.432215,20.262484,19.863508,3340706
2017-12-29,20.262484,20.262484,20.262484,20.262484,19.863508,0
2018-01-02,20.232830,20.450281,19.728739,19.768276,19.379030,1406900
2018-01-03,19.728739,20.084568,19.155458,19.610130,19.223999,1290451
2018-01-04,19.659550,20.311903,19.521172,20.143873,19.747232,1510602
2018-01-05,20.203178,20.460165,19.679319,19.768276,19.379030,710937
2018-01-08,19.778160,19.965960,19.274069,19.610130,19.223999,824452
2018-01-09,19.807812,19.867117,19.333374,19.620014,19.233688,759499
2018-01-10,19.531055,19.531055,18.779861,18.967661,18.594181,1219226
2018-01-11,19.056618,19.372910,18.651367,18.651367,18.284115,1209412
2018-01-12,18.503105,18.582178,18.137394,18.344959,17.983740,998164
2018-01-15,18.512991,19.066502,18.512991,18.789745,18.419767,435040
2018-01-16,18.878702,19.274069,18.611832,18.740326,18.371321,904681
2018-01-17,18.789745,18.928123,18.344959,18.779861,18.410078,652054
2018-01-18,18.779861,19.086269,18.433916,18.512991,18.148462,1636055
2018-01-19,18.700788,18.928123,18.512991,18.720556,18.351942,942924
2018-01-22,18.582178,19.491520,18.582178,19.323490,18.943003,2023747
2018-01-23,19.570593,19.649666,18.690905,19.026964,18.652315,1882612
2018-01-24,19.274069,20.153757,19.086269,20.143873,19.747232,2189568
2018-01-25,20.143873,20.143873,20.143873,20.143873,19.747232,0
2018-01-26,20.341557,20.746805,20.262484,20.519470,20.115435,2832416
2018-01-29,20.509586,20.559008,19.807812,20.064800,19.669716,1299556
2018-01-30,19.985727,20.302019,19.699087,19.965960,19.572823,919048
2018-01-31,20.015379,21.507883,20.015379,21.003794,20.590221,4501555
2018-02-01,21.161940,22.130585,21.112518,22.130585,21.694824,2130686
2018-02-02,21.843945,22.180004,21.231129,21.596842,21.171591,1897585
2018-02-05,21.448580,21.596842,20.855532,20.993910,20.580532,889708
2018-02-06,20.460165,21.448580,20.242714,21.201475,20.784010,2154967
2018-02-07,21.201475,22.308498,21.201475,21.675915,21.249107,2652229
2018-02-08,21.843945,22.219542,21.616610,21.695683,21.268486,1417624
2018-02-09,21.448580,21.932901,19.847349,20.173525,19.776300,4340186
2018-02-14,20.213062,21.063099,20.213062,20.667732,20.260777,1537412
2018-02-15,20.707270,21.537537,20.707270,21.418926,20.997179,1977208
2018-02-16,21.349737,21.992207,21.142172,21.992207,21.559172,2575844
2018-02-19,22.041628,22.970737,22.041628,22.931200,22.479675,892439
2018-02-20,22.605022,23.702164,22.357920,23.573669,23.109495,2577968
2018-02-21,23.741699,23.850426,22.921316,23.474829,23.012600,1830710
2018-02-22,23.316681,24.018456,23.138767,23.603321,23.138563,1110061
2018-02-23,23.721931,24.018456,23.257378,23.810888,23.342043,811906
2018-02-26,23.830656,24.176601,23.138767,23.514364,23.051357,1241888
2018-02-27,23.207956,23.870193,22.703865,23.830656,23.361422,1209918
2018-02-28,23.830656,23.949266,23.217840,23.514364,23.051357,955267
2018-03-01,23.524248,23.761469,22.792822,23.247492,22.789740,997456
2018-03-02,23.247492,23.623091,22.545719,23.623091,23.157942,1436847
2018-03-05,23.613205,23.939383,23.148651,23.840542,23.371113,1493402
2018-03-06,24.107412,24.690577,23.099230,24.384169,23.904036,2107720
2018-03-07,24.512663,24.710344,23.771353,24.690577,24.204409,2265549
