Date,Open,High,Low,Close,Adj Close,Volume
2017-10-30,9.153900,9.153900,9.150550,9.150550,9.150550,99999
2017-10-31,9.097000,9.097000,9.073450,9.073450,9.073450,39999
2017-11-01,9.073450,9.073450,9.073450,9.073450,9.073450,0
2017-11-02,9.073450,9.073450,9.073450,9.073450,9.073450,0
2017-11-03,9.073450,9.073450,9.073450,9.073450,9.073450,0
2017-11-06,9.146250,9.146250,9.122900,9.122900,9.122900,79999
2017-11-07,9.122900,9.122900,9.122900,9.122900,9.122900,0
2017-11-08,9.122900,9.122900,9.122900,9.122900,9.122900,0
2017-11-09,9.148750,9.148750,9.148750,9.148750,9.148750,19999
2017-11-10,9.148750,9.148750,9.148750,9.148750,9.148750,0
2017-11-13,9.148750,9.148750,9.148750,9.148750,9.148750,0
2017-11-14,9.380950,9.380950,9.380950,9.380950,9.380950,19999
2017-11-15,9.380950,9.380950,9.380950,9.380950,9.380950,0
2017-11-16,9.380950,9.380950,9.380950,9.380950,9.380950,0
2017-11-17,9.275200,9.275200,9.275200,9.275200,9.275200,59999
2017-11-20,9.275200,9.275200,9.275200,9.275200,9.275200,0
2017-11-21,9.211000,9.211000,9.211000,9.211000,9.211000,19999
2017-11-22,9.211000,9.211000,9.211000,9.211000,9.211000,0
2017-11-23,9.211000,9.211000,9.211000,9.211000,9.211000,0
2017-11-24,9.211000,9.211000,9.211000,9.211000,9.211000,0
2017-11-27,9.660450,9.694750,9.621600,9.621600,9.621600,99999
2017-11-28,9.621600,9.621600,9.621600,9.621600,9.621600,0
2017-11-29,9.400550,9.400550,9.400550,9.400550,9.400550,179999
2017-11-30,9.619550,9.619550,9.619550,9.619550,9.619550,159999
2017-12-01,9.475300,9.475300,9.400000,9.459950,9.459950,59999
2017-12-04,9.367750,9.367750,9.250000,9.250000,9.250000,39999
2017-12-05,9.288500,9.288500,9.288500,9.288500,9.288500,159999
2017-12-06,9.288500,9.288500,9.288500,9.288500,9.288500,0
2017-12-07,9.597400,9.597400,9.500700,9.500700,9.500700,59999
2017-12-08,9.500700,9.500700,9.500700,9.500700,9.500700,0
2017-12-11,9.601700,9.601700,9.601700,9.601700,9.601700,99999
2017-12-12,9.601700,9.601700,9.601700,9.601700,9.601700,0
2017-12-13,9.601700,9.601700,9.601700,9.601700,9.601700,0
2017-12-14,9.601700,9.601700,9.601700,9.601700,9.601700,0
2017-12-15,9.601700,9.601700,9.601700,9.601700,9.601700,0
2017-12-18,9.601700,9.601700,9.601700,9.601700,9.601700,0
2017-12-19,9.765000,9.765000,9.765000,9.765000,9.765000,19999
2017-12-20,9.741900,9.741900,9.722650,9.722650,9.722650,39999
2017-12-21,9.722650,9.722650,9.722650,9.722650,9.722650,0
2017-12-22,9.765500,9.765500,9.765500,9.765500,9.765500,19999
2017-12-25,9.765500,9.765500,9.765500,9.765500,9.765500,0
2017-12-26,9.791500,9.791500,9.723750,9.723750,9.723750,39999
2017-12-27,9.723750,9.723750,9.723750,9.723750,9.723750,0
2017-12-28,9.834000,9.834000,9.834000,9.834000,9.834000,79999
2017-12-29,9.834000,9.834000,9.834000,9.834000,9.834000,0
2018-01-02,9.606000,9.704000,9.606000,9.704000,9.704000,99999
2018-01-03,9.769900,9.769900,9.769900,9.769900,9.769900,19999
2018-01-04,9.860000,9.860000,9.753500,9.753500,9.753500,39999
2018-01-05,9.880850,9.880850,9.849050,9.849050,9.849050,59999
2018-01-08,10.049000,10.049000,10.049000,10.049000,10.049000,19999
2018-01-09,10.049000,10.049000,10.049000,10.049000,10.049000,0
2018-01-10,10.120150,10.122000,10.120150,10.122000,10.122000,39999
2018-01-11,10.122000,10.122000,10.122000,10.122000,10.122000,0
2018-01-12,10.439000,10.509950,10.439000,10.477500,10.477500,99999
2018-01-15,10.477500,10.477500,10.477500,10.477500,10.477500,0
2018-01-16,10.835000,10.835000,10.584750,10.602500,10.602500,159999
2018-01-17,10.437400,10.457500,10.437400,10.457500,10.457500,59999
