Date,Open,High,Low,Close,Adj Close,Volume
2017-10-30,43.000000,43.000000,43.000000,43.000000,641788631491920500000.000000,0
2017-10-31,43.000000,43.000000,43.000000,43.000000,641788631491920500000.000000,0
2017-11-01,43.000000,43.000000,43.000000,43.000000,641788631491920500000.000000,0
2017-11-02,43.000000,43.000000,43.000000,43.000000,641788631491920500000.000000,0
2017-11-03,49.000000,49.000000,49.000000,49.000000,731340810126090000000.000000,1000
2017-11-06,48.000000,48.000000,48.000000,48.000000,716415458748519200000.000000,700
2017-11-07,48.000000,48.000000,48.000000,48.000000,716415458748519200000.000000,100
2017-11-08,48.000000,48.000000,48.000000,48.000000,716415458748519200000.000000,0
2017-11-09,48.000000,48.000000,48.000000,48.000000,716415458748519200000.000000,0
2017-11-10,48.000000,48.000000,48.000000,48.000000,716415458748519200000.000000,0
2017-11-13,48.000000,48.000000,48.000000,48.000000,716415458748519200000.000000,0
2017-11-14,48.000000,48.000000,48.000000,48.000000,716415458748519200000.000000,100
2017-11-15,48.000000,48.000000,48.000000,48.000000,716415458748519200000.000000,0
2017-11-16,48.000000,48.000000,48.000000,48.000000,716415458748519200000.000000,0
2017-11-17,48.000000,48.000000,48.000000,48.000000,716415458748519200000.000000,0
2017-11-20,48.000000,48.000000,48.000000,48.000000,716415458748519200000.000000,0
2017-11-21,48.000000,48.000000,48.000000,48.000000,716415458748519200000.000000,0
2017-11-22,48.000000,48.000000,48.000000,48.000000,716415458748519200000.000000,0
2017-11-24,48.000000,48.000000,48.000000,48.000000,716415458748519200000.000000,0
2017-11-27,48.000000,48.000000,48.000000,48.000000,716415458748519200000.000000,0
2017-11-28,48.000000,48.000000,48.000000,48.000000,716415458748519200000.000000,50
2017-11-29,48.000000,48.000000,48.000000,48.000000,716415458748519200000.000000,0
2017-11-30,48.000000,48.000000,48.000000,48.000000,716415458748519200000.000000,0
2017-12-01,48.000000,48.000000,48.000000,48.000000,716415458748519200000.000000,0
2017-12-04,45.599998,45.599998,45.599998,45.599998,680594530999856000000.000000,100
2017-12-05,45.599998,45.599998,45.599998,45.599998,680594530999856000000.000000,0
2017-12-06,45.599998,45.599998,45.599998,45.599998,680594530999856000000.000000,0
2017-12-07,45.599998,45.599998,45.599998,45.599998,680594530999856000000.000000,0
2017-12-08,45.599998,45.599998,45.599998,45.599998,680594530999856000000.000000,0
2017-12-11,45.599998,45.599998,45.599998,45.599998,680594530999856000000.000000,0
2017-12-12,45.599998,45.599998,45.599998,45.599998,680594530999856000000.000000,0
2017-12-13,45.599998,45.599998,45.599998,45.599998,680594530999856000000.000000,0
2017-12-14,45.599998,45.599998,45.599998,45.599998,680594530999856000000.000000,0
2017-12-15,45.599998,45.599998,45.599998,45.599998,680594530999856000000.000000,0
2017-12-18,45.599998,45.599998,45.599998,45.599998,680594530999856000000.000000,0
2017-12-19,45.599998,45.599998,45.599998,45.599998,680594530999856000000.000000,0
2017-12-20,45.599998,45.599998,45.599998,45.599998,680594530999856000000.000000,0
2017-12-21,45.599998,45.599998,45.599998,45.599998,680594530999856000000.000000,0
2017-12-22,45.599998,45.599998,45.599998,45.599998,680594530999856000000.000000,0
2017-12-26,45.599998,45.599998,45.599998,45.599998,680594530999856000000.000000,0
2017-12-27,45.599998,45.599998,45.599998,45.599998,-80736505508894080000.000000,0
2017-12-28,45.599998,45.599998,45.599998,45.599998,-80736505508894080000.000000,0
2017-12-29,45.599998,45.599998,45.599998,45.599998,-80736505508894080000.000000,0
2018-01-02,45.599998,45.599998,45.599998,45.599998,-80736505508894080000.000000,0
2018-01-03,45.599998,45.599998,45.599998,45.599998,-80736505508894080000.000000,0
2018-01-04,45.599998,45.599998,45.599998,45.599998,-80736505508894080000.000000,0
2018-01-05,45.599998,45.599998,45.599998,45.599998,-80736505508894080000.000000,0
2018-01-08,45.599998,45.599998,45.599998,45.599998,-80736505508894080000.000000,0
2018-01-09,45.599998,45.599998,45.599998,45.599998,-80736505508894080000.000000,0
2018-01-10,45.599998,45.599998,45.599998,45.599998,-80736505508894080000.000000,0
2018-01-11,45.599998,45.599998,45.599998,45.599998,-80736505508894080000.000000,0
2018-01-12,45.599998,45.599998,45.599998,45.599998,-80736505508894080000.000000,0
2018-01-16,45.599998,45.599998,45.599998,45.599998,-80736505508894080000.000000,0
2018-01-17,45.599998,45.599998,45.599998,45.599998,-80736505508894080000.000000,0
2018-01-18,45.599998,45.599998,45.599998,45.599998,-80736505508894080000.000000,0
2018-01-19,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,1750
2018-01-22,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-01-23,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-01-24,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-01-25,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-01-26,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-01-29,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-01-30,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-01-31,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-02-01,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-02-02,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-02-05,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-02-06,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-02-07,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-02-08,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-02-09,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-02-12,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-02-13,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-02-14,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-02-15,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-02-16,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-02-20,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-02-21,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-02-22,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-02-23,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-02-26,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-02-27,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-02-28,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-03-01,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-03-02,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-03-05,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-03-06,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-03-07,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-03-08,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-03-09,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-03-12,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-03-13,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-03-14,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-03-15,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-03-16,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-03-19,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-03-20,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-03-21,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-03-22,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-03-23,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-03-26,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-03-27,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-03-28,44.200001,44.200001,44.200001,44.200001,-78257748903049820000.000000,0
2018-03-29,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-04-02,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-04-03,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-04-04,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-04-05,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-04-06,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-04-09,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-04-10,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-04-11,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-04-12,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-04-13,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-04-16,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-04-17,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-04-18,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-04-19,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-04-20,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-04-23,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-04-24,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-04-25,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-04-26,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-04-27,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-04-30,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-05-01,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-05-02,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-05-03,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-05-04,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-05-07,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-05-08,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-05-09,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-05-10,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-05-11,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-05-14,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-05-15,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-05-16,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-05-17,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-05-18,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-05-21,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
2018-05-22,44.200001,44.200001,44.200001,44.200001,11165244811437408000.000000,0
